"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Matériau d'emballage","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"26257",26257,"fruits, légumes, légumineuses et oléagineux","légumes","Carottes râpées, avec sauce, préemballées","Grated carrots","2",0,"Glacé","PP","Pas de préparation",1.2,0.13216675,0.99151489,1.5001901e-7,0.61433617,0.0030261395,6.1794028e-8,1.1909219e-8,6.2167018e-10,0.006369083,0.00014418989,0.0031123106,0.022348612,19.974105,26.42647,1.962986,23.98635,0.000006847471
"13007",13007,"fruits, légumes, légumineuses et oléagineux","fruits","Cassis, cru","Black currant, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.92,0.23374772,1.7963875,2.427248e-7,0.33888182,0.0050730665,1.1158296e-7,1.9683828e-8,2.7769277e-9,0.0096552687,0.00073258018,0.0042540214,0.030354284,20.384436100000002,-3.4378693,5.638317,33.219396,0.000019466039
"20078",20078,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri branche, appertisé, égoutté","Celery stalk, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",2.97,0.13082950000000002,1.3667385,1.6477028e-7,0.33913165,0.0043441825,6.534004e-8,1.4371444e-8,2.0642862e-9,0.005729574,0.00035211464,0.0035100442,0.016169029,10.7194432,11.06403,0.73067473,22.818962,0.0000070883946
"20023",20023,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri branche, cru","Celery stalk, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.32,0.069254115,0.67701809,8.0722543e-8,0.08733292,0.0023658394,3.6367402e-8,1.0821988e-8,2.8976712e-10,0.0038030359,0.00018020796,0.0026927002,0.010634877,7.2148704,9.9412275,0.55808892,9.1393533,0.0000051907772
"20024",20024,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri branche, cuit","Celery stalk, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.86,0.11236704,1.129401,1.115397e-7,0.26864774,0.0034189803,5.0388632e-8,1.3659492e-8,4.2105955e-10,0.0052200135,0.00023900397,0.0033162049,0.0140049,9.125799,12.051868,0.79240509,20.372232,0.0000078667308
"20055",20055,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri-rave, cru","Celeriac, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.55,0.065009058,0.45782909,7.888111e-8,0.085374657,0.0014983497,2.7398483e-8,9.851858e-9,2.869461e-10,0.0024698032,0.000071353809,0.0016046779,0.0075747773,20.1720607,10.817237,2.201265,6.1503427,0.000002860697
"20025",20025,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri-rave, cuit","Celeriac, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.98,0.11290793,0.93488703,1.1194876e-7,0.29028974,0.0025306389,4.1436537e-8,1.2697532e-8,4.3157636e-10,0.0038066721,0.00011697035,0.0020772356,0.010727841,24.3615315,13.152622,2.7343968,18.562115,0.0000054466455
"20278",20278,"fruits, légumes, légumineuses et oléagineux","légumes","Céleri-rave, purée","Celeriac, puree","2",0,"Ambiant (moyen)","PP","Micro-onde",2.98,0.08625557299999999,0.631843,8.2935234e-8,0.21021626,0.0019201769,3.3154826e-8,1.0521082e-8,3.3323916e-10,0.0030330475,0.000080229909,0.0016744705,0.0086150267,20.5295544,11.268866,2.3625936,13.401368,0.0000042471634
"13008",13008,"fruits, légumes, légumineuses et oléagineux","fruits","Cerise, dénoyautée, crue","Cherry, pitted, raw","2",0,"Ambiant (moyen)","LDPE","Pas de préparation",2.2,0.54893393,1.3353255,1.8910911e-7,0.15000612,0.0083859156,5.7760986e-8,2.5725457e-8,1.5103771e-9,0.0094958381,0.00046413668,0.00351266,0.036751189,94.35078,984.9497,39.577748,19.43785,0.0000067483839
"20105",20105,"fruits, légumes, légumineuses et oléagineux","légumes","Champignon, morille, crue","Morel, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.082851833,0.4937144,8.4524711e-8,0.25020669,0.0016110576,2.8905227e-8,7.2169387e-9,3.620695e-10,0.0026695489,0.000089076258,0.0025670805,0.0086945555,4.9705551,20.863654,3.4551672,9.7384549,0.0000052671026
"15039",15039,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Châtaigne ou Marron, appertisé","Chestnut, canned","2",0,"Ambiant (long)","Acier","Pas de préparation",3.53,0.36275497,1.4776935,1.9341709e-7,0.9430958,0.006454564,1.1818952e-7,1.7599401e-8,1.8264413e-9,0.016791791,0.0003195915,0.0057583751,0.065319055,14.683476500000001,218.89677,17.296093,33.691734,0.000030031937
"15020",15020,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Châtaigne, bouillie/cuite à l'eau","Chestnut, boiled/cooked in water","2",0,"Ambiant (long)","Verre","Pas de préparation",3.89,0.50054009,2.1936118,3.1793396e-7,0.3186475,0.009721742,2.0501003e-7,2.787994e-8,1.2146546e-9,0.027162128,0.00037247427,0.0085813439,0.098370142,22.3350526,322.92749,25.214396,29.350799,0.000045125142
"15024",15024,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Châtaigne, crue","Chestnut, raw","2",0,"Ambiant (long)","Pas d'emballage","Pas de préparation",3.89,0.49656791,1.8802051,2.64232e-7,0.28987987,0.0084390618,1.5582728e-7,2.5909257e-8,1.110784e-9,0.024972827,0.00032948281,0.008795038,0.10059043,21.9316874,352.70871,27.899732,23.965858,0.000046056072
"15021",15021,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Châtaigne, grillée","Chestnut, grilled","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.89,0.4681698,1.9395008,2.4514686e-7,0.28796553,0.0083020118,1.4744047e-7,2.4072199e-8,1.0629489e-9,0.023308099999999998,0.0003577204,0.0080636151,0.092200695,20.111495599999998,318.54326,25.32046,26.611081,0.000042391965
"15047",15047,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Chia, graine, séchée","Seeds, chia, dried","2",0,"Ambiant (long)","LDPE","Pas de préparation",4.36,0.8717691999999999,3.5004342,2.1091332e-7,0.34065499,0.014886996,7.5878995e-7,3.4495388e-7,8.6435439e-9,0.10655213,0.0030704657,0.058972034,0.45950062,42.292477000000005,574.55582,10.503152,35.055073,0.000023050488
"20162",20162,"fruits, légumes, légumineuses et oléagineux","légumes","Chicorée rouge, crue","Red endive, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.087245337,0.62544862,8.809751e-8,0.24735291,0.0020714733,5.1120744e-8,2.1241997e-8,6.1290101e-10,0.0037832083,0.000079954425,0.0016763197,0.020029649,5.1272506,2.3850823,2.47996,11.459853,0.000004601638
"20163",20163,"fruits, légumes, légumineuses et oléagineux","légumes","Chicorée verte, crue","Green endive, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.087245337,0.62544862,8.809751e-8,0.24735291,0.0020714733,5.1120744e-8,2.1241997e-8,6.1290101e-10,0.0037832083,0.000079954425,0.0016763197,0.020029649,5.1272506,2.3850823,2.47996,11.459853,0.000004601638
"4038",4038,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Chips de pommes de terre et assimilés, allégées en matière grasse","Potato crisps and related, reduced fat","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.45,0.21726515000000002,1.5415517,1.444452e-7,0.60763871,0.0052079065,9.2659626e-8,2.5169769e-8,3.5078715e-9,0.011585422,0.0006318885,0.012873289,0.048595029,37.782139,227.54291,1.3013367,26.089119,0.0000062459741
"4037",4037,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Chips de pommes de terre, à l'ancienne","Potato crisps, ""à l'ancienne"" (old-fashioned style)","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.45,0.21726515000000002,1.5415517,1.444452e-7,0.60763871,0.0052079065,9.2659626e-8,2.5169769e-8,3.5078715e-9,0.011585422,0.0006318885,0.012873289,0.048595029,37.782139,227.54291,1.3013367,26.089119,0.0000062459741
"4004",4004,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Chips de pommes de terre, standard","Potato crisps","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.45,0.21726515000000002,1.5415517,1.444452e-7,0.60763871,0.0052079065,9.2659626e-8,2.5169769e-8,3.5078715e-9,0.011585422,0.0006318885,0.012873289,0.048595029,37.782139,227.54291,1.3013367,26.089119,0.0000062459741
"20116",20116,"fruits, légumes, légumineuses et oléagineux","légumes","Chou blanc, cru","White cabbage, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.064906277,0.66082048,8.9463565e-8,0.13031435,0.0019845594,3.0386469e-8,1.1901072e-8,2.7385804e-10,0.0030063852,0.00016660161,0.0022872219,0.0086797011,9.501965899999998,9.4413999,0.51367294,9.0255841,0.0000040905085
"20221",20221,"fruits, légumes, légumineuses et oléagineux","légumes","Chou chinois (pak-choi ou pé-tsai), cuit","Chinese cabbage (nappa cabbage or bok choy), cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",3,0.13174270000000002,1.2910751,1.4279133e-7,0.32683035,0.0037589373,8.0418865e-8,2.0157338e-8,6.5661604e-10,0.0087851304,0.00012109366,0.0063973966,0.038145631,6.8618496,39.65149,0.28428772,20.874741,0.0000058155166
"20167",20167,"fruits, légumes, légumineuses et oléagineux","légumes","Chou chinois ou pak-choi ou pé-tsai, cru","Chinese cabbage (nappa cabbage or bok choy), raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.084219901,0.86209753,1.0451635e-7,0.09847734,0.0026693204,6.1535873e-8,1.6549332e-8,4.9307621e-10,0.0067874338,0.000098461347,0.0054603792,0.031357138,5.7757438,33.564937,0.10737219,7.6079392,0.0000030743384
"20077",20077,"fruits, légumes, légumineuses et oléagineux","légumes","Chou de Bruxelles, appertisé, égoutté","Brussels sprout, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",3.1,0.11517949,1.1060536,1.5146172e-7,0.28997534,0.0039082507,7.6647509e-8,1.6163374e-8,2.1128392e-9,0.007170226,0.00021771982,0.0049216097,0.029645635,6.4893341,28.410602,0.2426762,17.321391,0.0000044653536
"20058",20058,"fruits, légumes, légumineuses et oléagineux","légumes","Chou de Bruxelles, cru","Brussels sprout, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.067048247,0.57581867,9.0829408e-8,0.08630437,0.0021789834,5.3004903e-8,1.409509e-8,4.1227971e-10,0.005871063,0.000057958297,0.0045989814,0.027169342,4.2915995,29.436553,0.089059884,6.5961573,0.0000026737436
"20013",20013,"fruits, légumes, légumineuses et oléagineux","légumes","Chou de Bruxelles, cuit","Brussels sprout, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",3,0.11278289,1.0556154,1.2493692e-7,0.27306477,0.0032734453,7.0942599e-8,1.7742747e-8,5.7260169e-10,0.0077482978,0.000099503503,0.0056287128,0.03372314,5.8387747999999995,35.199857,0.25330489,17.955646,0.0000050379946
"20206",20206,"fruits, légumes, légumineuses et oléagineux","légumes","Chou de Bruxelles, surgelé, cru","Brussels sprout, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",3.1,0.11704113000000001,0.94515675,1.0350414e-7,0.63069319,0.0029914998,6.1269973e-8,1.5822649e-8,5.6740677e-10,0.0067826359,0.00015900534,0.0047064253,0.027684467,5.7082516000000005,28.243894,0.36984729,23.127011,0.0000059851484
"20207",20207,"fruits, légumes, légumineuses et oléagineux","légumes","Chou de Bruxelles, surgelé, cuit","Brussels sprout, frozen, cooked","2",0,"Congelé","LDPE","Cuisson à l'eau",3.19,0.14740298,1.1985736,1.3108879e-7,0.84263753,0.0036252968,7.2994306e-8,1.8887536e-8,6.9636253e-10,0.0081173001,0.00019421257,0.0055370959,0.032692989,7.1122382,33.138159,0.47040903,30.510873,0.0000077422292
"20218",20218,"fruits, légumes, légumineuses et oléagineux","légumes","Chou frisé, cru","Curly kale, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.07890762500000001,0.72817912,1.0355545e-7,0.098178422,0.0025334353,6.0579951e-8,1.6193658e-8,4.750283e-10,0.0067018953,0.000075400359,0.0053048286,0.03099797,5.1605928,33.483958,0.10272786,7.5245738,0.0000030472669
"20219",20219,"fruits, légumes, légumineuses et oléagineux","légumes","Chou frisé, cuit","Curly kale, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",3,0.12914324000000002,1.2506905,1.4077155e-7,0.30524617,0.0037397514,8.0196739e-8,2.0105567e-8,6.5128045e-10,0.0087502975,0.00012169724,0.0063994853,0.038089129,6.8262151,39.630254,0.28303671,20.167393,0.0000056645831
"20280",20280,"fruits, légumes, légumineuses et oléagineux","légumes","Chou romanesco ou brocoli à pomme, cru","Romanesco cauliflower or romanesco broccoli, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.55,0.080990062,0.73551222,1.0433693e-7,0.13058549,0.0025507017,6.090917e-8,1.6284128e-8,4.8103874e-10,0.0067359109,0.000077294149,0.0053121946,0.031056818,5.1908739,33.516928,0.11636001,8.2670577,0.000003251899
"20095",20095,"fruits, légumes, légumineuses et oléagineux","légumes","Chou rouge, bouilli/cuit à l'eau","Red cabbage, boiled/cooked in water","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.75,0.12244954,1.3021792,1.2544302e-7,0.34415393,0.0034668473,5.1690878e-8,1.5306037e-8,4.4292283e-10,0.0050022435,0.00022629471,0.0031164415,0.013595291,12.3106498,12.216051,0.8083516,23.063598,0.0000078948492
"20014",20014,"fruits, légumes, légumineuses et oléagineux","légumes","Chou rouge, cru","Red cabbage, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.075220957,0.8624635,8.8991542e-8,0.11309839,0.0023536761,3.6299338e-8,1.2308874e-8,2.9794484e-10,0.0034886886,0.00017679998,0.0026181715,0.010075877,10.2216767,10.033969,0.55242338,9.4218356,0.0000048335426
"20069",20069,"fruits, légumes, légumineuses et oléagineux","légumes","Chou vert, cru","Green cabbage, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.084219901,0.86209753,1.0451635e-7,0.09847734,0.0026693204,6.1535873e-8,1.6549332e-8,4.9307621e-10,0.0067874338,0.000098461347,0.0054603792,0.031357138,5.7757438,33.564937,0.10737219,7.6079392,0.0000030743384
"20015",20015,"fruits, légumes, légumineuses et oléagineux","légumes","Chou vert, cuit","Green cabbage, boiled/cooked in water","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.86,0.13174270000000002,1.2910751,1.4279133e-7,0.32683035,0.0037589373,8.0418865e-8,2.0157338e-8,6.5661604e-10,0.0087851304,0.00012109366,0.0063973966,0.038145631,6.8618496,39.65149,0.28428772,20.874741,0.0000058155166
"20016",20016,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-fleur, cru","Cauliflower, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.09,0.080990062,0.73551222,1.0433693e-7,0.13058549,0.0025507017,6.090917e-8,1.6284128e-8,4.8103874e-10,0.0067359109,0.000077294149,0.0053121946,0.031056818,5.1908739,33.516928,0.11636001,8.2670577,0.000003251899
"20017",20017,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-fleur, cuit","Cauliflower, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.75,0.11685771,1.1114407,1.2609433e-7,0.30682388,0.0033402935,7.1628592e-8,1.7964733e-8,5.8534018e-10,0.0078144134,0.00010977197,0.0056923599,0.033913548,6.091673,35.263246,0.26913247,18.756653,0.0000052602302
"20082",20082,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-fleur, surgelé, cru","Cauliflower, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",2.64,0.12461145,1.0165077,1.0900281e-7,0.6335134,0.0032113987,6.7151255e-8,1.7446381e-8,6.113507e-10,0.0075372793,0.00016872377,0.0052985019,0.031273747,6.7330946,31.744336,0.3769669,23.513766,0.0000061678317
"20122",20122,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-fleur, surgelé, cuit","Cauliflower, frozen, cooked","2",0,"Congelé","LDPE","Cuisson à l'eau",2.95,0.15624608999999998,1.2819206,1.3751194e-7,0.8459319,0.0038821668,7.9864396e-8,2.0784263e-8,7.4769466e-10,0.0089988202,0.00020556494,0.0062287171,0.036885727,8.309386,37.227123,0.47872564,30.962652,0.0000079556266
"20094",20094,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-rave, bouilli/cuit à l'eau","Kohlrabi, boiled/cooked in water","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.86,0.12726126000000001,1.2440719,1.4006623e-7,0.27594913,0.0037241534,7.9899168e-8,2.0023797e-8,6.4584903e-10,0.0087195591,0.00011998556,0.0063928285,0.038035953,6.7988929,39.600453,0.27071455,19.496327,0.0000054796016
"20065",20065,"fruits, légumes, légumineuses et oléagineux","légumes","Chou-rave, cru","Turnip cabbage, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.7,0.065149565,0.45812589,7.891006e-8,0.086395454,0.001499118,2.7412415e-8,9.8581528e-9,2.8742472e-10,0.0024712452,0.000071463245,0.0016049807,0.0075773117,20.173285,10.818526,2.2109519,6.1743987,0.0000028673356
"13067",13067,"fruits, légumes, légumineuses et oléagineux","fruits","Citron vert ou Lime, pulpe, cru","Lime, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.01,0.14322604,0.53149497,8.5494895e-8,0.068621658,0.0018743346,4.2856923e-8,9.3498622e-9,3.911664e-10,0.0046379864,0.000085928214,0.0012224926,0.017974966,21.9718099,21.972848,11.031256,6.4523378,0.0000042567277
"13009",13009,"fruits, légumes, légumineuses et oléagineux","fruits","Citron, pulpe, cru","Lemon, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.46,0.17081395,0.71126308,1.1131074e-7,0.082816278,0.002552556,5.3496916e-8,1.1247039e-8,4.7687794e-10,0.0058183896,0.00010943874,0.001563871,0.021920026,25.575805699999997,25.653349,12.606199,8.2650701,0.0000050566871
"13125",13125,"fruits, légumes, légumineuses et oléagineux","fruits","Citron, zeste, cru","Lemon zest, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.7,0.20149326,0.88384637,1.3029995e-7,0.096777561,0.003033678,6.2821497e-8,1.3269447e-8,5.6381987e-10,0.0068251503,0.00013697962,0.0018876325,0.025727674,30.097110999999998,29.973365,14.71498,9.6798817,0.0000059126888
"20166",20166,"fruits, légumes, légumineuses et oléagineux","légumes","Citrouille, pulpe, crue","Pumpkin, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.49,0.08571934299999999,0.61884889,9.6451899e-8,0.11339476,0.0024124287,4.14561e-8,8.2491244e-9,5.1528799e-10,0.0040767598,0.000092034426,0.0021625182,0.016327553,4.5535446,11.317787,3.3160468,8.8126111,0.00000400097
"13024_2",13082,"fruits, légumes, légumineuses et oléagineux","fruits","Clémentine, pulpe, crue","Clementine, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.68,0.41550527,1.2214245,1.8401568e-7,0.10079957,0.0047958475,5.9139291e-8,2.0388613e-8,3.891217e-10,0.0083644025,0.00023690487,0.0018582678,0.025969516,199.65913039999998,53.331762,32.884877,13.714089,0.0000051214914
"20018",20018,"fruits, légumes, légumineuses et oléagineux","légumes","Coeur de palmier, appertisé, égoutté","Palm heart, canned, drained","2",0,"Ambiant (long)","Acier","Pas de préparation",2.97,0.25900404,1.6355728,2.578132e-7,0.32844411,0.006580053,1.6312816e-7,8.9346347e-8,4.2311839e-9,0.019422288,0.00039271734,0.011821297,0.075945488,33.692724,161.42781,3.1706161,24.47614,0.000012380449
"13010",13010,"fruits, légumes, légumineuses et oléagineux","fruits","Coing, cru","Quince, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.01,0.078235919,0.54109011,1.0428819e-7,0.054354818,0.0022424298,3.3069006e-8,6.1686281e-9,4.5156595e-10,0.0030228433,0.000061101671,0.0011301666,0.011920241,11.4848476,19.209861,3.5977304,6.3147735,0.0000035058743
"13038",13038,"fruits, légumes, légumineuses et oléagineux","fruits","Compote de pomme","Apple compote","2",0,"Glacé","PS","Pas de préparation",1.98,0.12185375,0.84401709,9.4998605e-8,0.62326687,0.0025795161,5.5715047e-8,9.2930932e-9,4.9929254e-10,0.0061112185,0.000094782029,0.0024363246,0.022863061,9.5826213,19.227766,2.7157934,22.972879,0.0000049203662
"13108",13108,"fruits, légumes, légumineuses et oléagineux","fruits","Compote, tout type de fruits","Fruits compote, miscellaneous","2",0,"Glacé","PS","Pas de préparation",1.98,0.12376491,0.78894356,9.2882493e-8,0.62740081,0.0024716803,4.2049644e-8,9.4976783e-9,5.2157403e-10,0.0041878557,0.000080608506,0.0017986143,0.014457056,7.991756800000001,17.899776,4.3293846,22.680725,0.0000046821169
"13109",13109,"fruits, légumes, légumineuses et oléagineux","fruits","Compote, tout type de fruits, allégée en sucres","Fruits compote, miscellaneous, reduced sugar","2",0,"Ambiant (long)","PS","Pas de préparation",1.98,0.11289550000000001,0.79216639,9.6326725e-8,0.54834873,0.0024692635,4.1560088e-8,9.1789798e-9,5.0535091e-10,0.0039783413,0.000077271477,0.0018025449,0.014182338,10.7510355,18.551486,3.2379651,21.100203,0.0000043324001
"13129",13129,"fruits, légumes, légumineuses et oléagineux","fruits","Compote, tout type de fruits, allégée en sucres, rayon frais","Fruits compote, miscellaneous, reduced sugar, refrigerated","2",0,"Glacé","PS","Pas de préparation",1.98,0.11733174,0.81267201,9.7223938e-8,0.62485078,0.0024999422,4.2278646e-8,9.3634398e-9,5.1651706e-10,0.0040468249,0.000081235101,0.0018177453,0.014298467,10.779285000000002,18.623553,3.2282901,22.719879,0.0000048045998
"20019",20019,"fruits, légumes, légumineuses et oléagineux","légumes","Concombre, pulpe et peau, cru","Cucumber, pulp and peel, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.53,0.057580939000000005,0.4732012,8.0680201e-8,0.094714695,0.0013993397,2.8377469e-8,1.3305301e-8,4.3307095e-10,0.0024616393,0.000056705513,0.0011944266,0.0087358667,2.8982514999999998,-2.0523952,1.6637178,7.6534748,0.0000038095849
"20210",20210,"fruits, légumes, légumineuses et oléagineux","légumes","Concombre, pulpe, cru","Cucumber, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.53,0.057580939000000005,0.4732012,8.0680201e-8,0.094714695,0.0013993397,2.8377469e-8,1.3305301e-8,4.3307095e-10,0.0024616393,0.000056705513,0.0011944266,0.0087358667,2.8982514999999998,-2.0523952,1.6637178,7.6534748,0.0000038095849
"0003",3,"fruits, légumes, légumineuses et oléagineux","fruits","Coulis de fraise","Strawberry, coulis","2",0,"Ambiant (long)","Verre","Pas de préparation",2.9195058922091417,0.36841186,2.3808988,2.6152221e-7,0.50926775,0.0099968948,1.7424013e-7,6.4029911e-8,4.5680802e-9,0.024716335,0.0010609819,0.0087026885,0.067181088,102.700664,136.2293,8.4887075,35.843844,0.000010769774
"0004",4,"fruits, légumes, légumineuses et oléagineux","fruits","Coulis de framboise","Raspberry, coulis","2",0,"Ambiant (long)","HDPE","Pas de préparation",1.934158868524703,0.44637766,2.222339,2.1883362e-7,0.3435168,0.010909358,3.3201011e-7,9.748731e-8,6.4382738e-9,0.048246885,0.0014813526,0.016176809,0.18727169,162.360493,134.79153,3.8794762,29.409609,0.000014797365
"20138",20138,"fruits, légumes, légumineuses et oléagineux","légumes","Courge doubeurre (butternut), pulpe, crue","Squash, butternut, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.51,0.08571934299999999,0.61884889,9.6451899e-8,0.11339476,0.0024124287,4.14561e-8,8.2491244e-9,5.1528799e-10,0.0040767598,0.000092034426,0.0021625182,0.016327553,4.5535446,11.317787,3.3160468,8.8126111,0.00000400097
"20134",20134,"fruits, légumes, légumineuses et oléagineux","légumes","Courge hokkaïdo, pulpe, crue","Sweet green hokkaido squash, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.55,0.083475063,0.59451138,9.0894988e-8,0.11159126,0.0022601282,3.9698622e-8,8.0637186e-9,5.0533638e-10,0.00387193,0.000090618245,0.0021148809,0.015800503,4.4429494,11.099112,3.3150013,8.4513761,0.0000039239378
"20136",20136,"fruits, légumes, légumineuses et oléagineux","légumes","Courge melonnette, pulpe, crue","Squash, melonnette jaspée from Vendée, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.51,0.08571934299999999,0.61884889,9.6451899e-8,0.11339476,0.0024124287,4.14561e-8,8.2491244e-9,5.1528799e-10,0.0040767598,0.000092034426,0.0021625182,0.016327553,4.5535446,11.317787,3.3160468,8.8126111,0.00000400097
"20128",20128,"fruits, légumes, légumineuses et oléagineux","légumes","Courge musquée, pulpe, crue","Pumpkin (cucurbita moschata), pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.083475063,0.59451138,9.0894988e-8,0.11159126,0.0022601282,3.9698622e-8,8.0637186e-9,5.0533638e-10,0.00387193,0.000090618245,0.0021148809,0.015800503,4.4429494,11.099112,3.3150013,8.4513761,0.0000039239378
"20145",20145,"fruits, légumes, légumineuses et oléagineux","légumes","Courge spaghetti, pulpe, crue","Squash, spaghetti, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.08571934299999999,0.61884889,9.6451899e-8,0.11339476,0.0024124287,4.14561e-8,8.2491244e-9,5.1528799e-10,0.0040767598,0.000092034426,0.0021625182,0.016327553,4.5535446,11.317787,3.3160468,8.8126111,0.00000400097
"20143",20143,"fruits, légumes, légumineuses et oléagineux","légumes","Courge spaghetti, pulpe, cuite","Squash, spaghetti, pulp, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.89,0.1371002,1.1229788,1.3247369e-7,0.32302081,0.0035984002,5.7857633e-8,1.0825334e-8,6.9830892e-10,0.0056838031,0.00014112796,0.0027288645,0.020952204,6.1171050000000005,13.737329,4.0366047,21.671986,0.0000067786304
"20139",20139,"fruits, légumes, légumineuses et oléagineux","légumes","Courge, crue","Squash, all types, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.08571934299999999,0.61884889,9.6451899e-8,0.11339476,0.0024124287,4.14561e-8,8.2491244e-9,5.1528799e-10,0.0040767598,0.000092034426,0.0021625182,0.016327553,4.5535446,11.317787,3.3160468,8.8126111,0.00000400097
